77 .False. # Number of lines, conductive flag
# 5 line header for n-k original data
# Iron Oxide FeO - Henning(1995)  - (Amorphous)
# Taken from: http://www.astro.uni-jena.de/Laboratory/OCDB/mgfeoxides.html
# wl(um)      n                k
0.20000    1.383000    1.162000
0.25000    1.773000    1.159000
0.30000    2.002000    1.047670
0.35000    2.132850    0.947074
0.40000    2.224000    0.868200
0.45000    2.291330    0.799979
0.50000    2.342000    0.742200
0.60000    2.417670    0.637204
0.70000    2.436000    0.554388
0.80000    2.439000    0.513200
0.90000    2.444000    0.495201
1.00000    2.454000    0.490100
1.20000    2.478990    0.507925
1.40000    2.520990    0.528256
1.60000    2.583490    0.534901
1.80000    2.650260    0.510665
2.00000    2.701000    0.460300
2.50000    2.745000    0.343000
3.00000    2.749000    0.270403
3.50000    2.742860    0.224230
4.00000    2.733000    0.192600
4.50000    2.721110    0.169779
5.00000    2.708000    0.152700
6.00000    2.677670    0.129337
7.00000    2.640730    0.115432
8.00000    2.597020    0.107902
9.00000    2.546040    0.105544
10.00000    2.484000    0.108100
11.00000    2.411740    0.116004
12.00000    2.326140    0.130371
13.00000    2.224320    0.153201
14.00000    2.102160    0.187772
15.00000    1.941790    0.241690
16.00000    1.786860    0.358396
17.00000    1.625470    0.424422
18.00000    1.287330    0.595948
19.00000    1.057240    1.024610
20.00000    0.990049    1.455430
21.00000    1.006623    1.879279
22.00000    1.084007    2.286750
23.00000    1.201510    2.688320
24.00000    1.362126    3.110572
25.00000    1.608089    3.558363
26.00000    1.953133    4.001366
27.00000    2.418045    4.420942
28.00000    3.054750    4.785148
29.00000    3.858260    5.008535
30.00000    4.818734    4.918499
31.00000    5.688979    4.427482
32.00000    6.184770    3.643767
33.00000    6.315354    2.876461
34.00000    6.220329    2.352550
35.00000    6.083755    1.962861
36.00000    5.897287    1.678671
38.00000    5.656481    1.325639
40.00000    5.408080    1.126978
42.00000    5.220735    0.992212
44.00000    5.096131    0.920967
46.00000    4.973061    0.876379
48.00000    4.906060    0.853336
50.00000    4.830129    0.819635
60.00000    4.617743    0.830186
70.00000    4.543011    0.874726
80.00000    4.511551    0.934345
90.00000    4.523560    0.992835
100.00000    4.493102    1.059231
120.00000    4.537204    1.243707
140.00000    4.644652    1.378652
160.00000    4.720002    1.464057
180.00000    4.790472    1.539287
200.00000    4.846388    1.616290
250.00000    4.928175    1.806522
300.00000    5.022462    2.032790
350.00000    5.048345    2.183976
400.00000    5.061842    2.475915
450.00000    5.102378    2.658451
500.00000    5.149173    2.815657
